CustomerID,Recency,Frequency,Monetary,Is_Churned
104941,112,10,23.0,0
104942,136,5,15.0,0
104943,39,7,15.0,0
104944,490,5,7.0,1
104945,105,5,10.0,0
104946,78,3,6.0,0
104947,127,5,8.0,0
104948,536,1,1.0,1
104949,112,4,5.0,0
104950,204,5,11.0,0
104951,181,7,10.0,0
104952,185,2,3.0,0
104953,36,7,14.0,0
104954,45,7,12.0,0
104955,98,7,9.0,0
104956,158,5,9.0,0
104957,99,6,15.0,0
104958,161,4,5.0,0
104959,370,2,2.0,1
104960,94,5,9.0,0
104961,18,11,22.0,0
104962,213,3,3.0,0
104963,169,4,8.0,0
104964,130,8,15.0,0
104965,447,3,10.0,1
104966,302,7,13.0,1
104967,183,7,14.0,0
104968,71,4,9.0,0
104969,150,6,8.0,0
104970,177,4,7.0,0
104971,56,7,13.0,0
104972,363,7,12.0,1
104973,115,5,9.0,0
104974,223,7,9.0,0
104975,9,3,5.0,0
104976,308,5,7.0,1
104977,530,4,7.0,1
104978,151,4,4.0,0
104979,597,1,2.0,1
104980,23,5,12.0,0
104981,39,4,8.0,0
104982,75,6,8.0,0
104983,81,4,7.0,0
104984,89,6,9.0,0
104985,74,5,11.0,0
104986,213,3,6.0,0
104987,47,10,15.0,0
104988,166,5,6.0,0
104989,117,6,12.0,0
104990,276,4,8.0,0
104991,594,3,8.0,1
104992,173,2,6.0,0
104993,340,5,8.0,1
104994,304,9,17.0,1
104995,131,5,9.0,0
104996,327,4,6.0,1
104997,2,4,9.0,0
104998,73,5,10.0,0
104999,86,6,15.0,0
105000,252,4,4.0,0
105001,205,7,13.0,0
105002,53,8,18.0,0
105003,293,3,3.0,1
105004,208,7,11.0,0
105005,318,5,12.0,1
105006,24,7,11.0,0
105007,22,3,7.0,0
105008,16,4,6.0,0
105009,87,4,11.0,0
105010,213,4,6.0,0
105011,257,3,5.0,0
105012,94,8,11.0,0
105013,215,1,1.0,0
105014,133,6,14.0,0
105015,193,6,12.0,0
105016,157,3,4.0,0
105017,159,4,9.0,0
105018,366,5,9.0,1
105019,287,7,9.0,1
105020,573,5,9.0,1
105021,43,4,8.0,0
105022,138,4,7.0,0
105023,250,4,6.0,0
105024,24,6,11.0,0
105025,13,9,28.0,0
105026,190,3,5.0,0
105027,64,4,7.0,0
105028,110,5,11.0,0
105029,171,6,12.0,0
105030,296,2,7.0,1
105031,161,7,11.0,0
105032,220,3,3.0,0
105033,312,5,9.0,1
105034,126,4,4.0,0
105035,152,7,15.0,0
105036,125,6,11.0,0
105037,78,6,10.0,0
105038,52,8,18.0,0
105039,116,2,5.0,0
105040,273,2,3.0,0
105041,80,4,8.0,0
105042,140,4,7.0,0
105043,109,6,9.0,0
105044,121,7,16.0,0
105045,193,7,16.0,0
105046,434,6,14.0,1
105047,468,2,4.0,1
105048,218,3,8.0,0
105049,374,3,9.0,1
105050,190,7,10.0,0
105051,674,5,8.0,1
105052,9,6,11.0,0
105053,220,3,4.0,0
105054,13,6,9.0,0
105055,334,7,18.0,1
105056,94,3,4.0,0
105057,617,4,5.0,1
105058,46,7,20.0,0
105059,53,6,9.0,0
105060,66,10,20.0,0
105061,172,6,11.0,0
105062,183,7,13.0,0
105063,37,6,10.0,0
105064,183,6,13.0,0
105065,360,3,11.0,1
105066,314,4,6.0,1
105067,2,4,6.0,0
105068,97,11,18.0,0
105069,136,3,6.0,0
105070,88,4,8.0,0
105071,302,4,7.0,1
105072,157,8,17.0,0
105073,353,5,9.0,1
105074,297,3,5.0,1
105075,530,2,6.0,1
105076,27,4,8.0,0
105077,126,4,7.0,0
105078,108,7,15.0,0
105079,159,7,11.0,0
105080,69,9,17.0,0
105081,43,9,13.0,0
105082,200,7,15.0,0
105083,69,6,8.0,0
105084,231,3,3.0,0
105085,181,5,9.0,0
105086,197,7,19.0,0
105087,197,8,15.0,0
105088,182,3,7.0,0
105089,404,2,4.0,1
105090,145,6,6.0,0
105091,758,2,5.0,1
105092,251,6,10.0,0
105093,29,10,17.0,0
105094,339,5,5.0,1
105095,95,3,4.0,0
105096,127,7,11.0,0
105097,107,6,13.0,0
105098,180,7,9.0,0
105099,410,5,9.0,1
105100,200,10,24.0,0
105101,178,6,10.0,0
105102,273,4,7.0,0
105103,41,4,6.0,0
105104,42,4,4.0,0
105105,110,6,12.0,0
105106,43,6,9.0,0
105107,460,4,7.0,1
105108,229,5,11.0,0
105109,31,5,11.0,0
105110,47,5,10.0,0
105111,225,5,14.0,0
105112,90,11,21.0,0
105113,456,3,4.0,1
105114,188,5,10.0,0
105115,35,5,10.0,0
105116,176,3,6.0,0
105117,183,6,17.0,0
105118,273,4,6.0,0
105119,129,7,13.0,0
105120,17,6,15.0,0
105121,255,3,6.0,0
105122,223,1,4.0,0
105123,303,3,6.0,1
105124,610,1,1.0,1
105125,28,5,8.0,0
105126,183,3,6.0,0
105127,205,4,8.0,0
105128,311,7,11.0,1
105129,141,8,14.0,0
105130,465,4,6.0,1
105131,389,2,5.0,1
105132,6,3,8.0,0
105133,175,3,5.0,0
105134,559,1,1.0,1
105135,134,7,11.0,0
105136,452,3,6.0,1
105137,460,2,6.0,1
105138,215,8,13.0,0
105139,185,4,6.0,0
105140,216,4,4.0,0
105141,73,3,6.0,0
105142,30,6,9.0,0
105143,21,5,10.0,0
105144,235,4,5.0,0
105145,18,6,10.0,0
105146,90,6,13.0,0
105147,93,5,10.0,0
105148,121,8,14.0,0
105149,14,4,8.0,0
105150,283,5,6.0,0
105151,287,4,10.0,1
105152,225,6,13.0,0
105153,235,7,13.0,0
105154,11,5,10.0,0
105155,45,4,6.0,0
105156,111,5,10.0,0
105157,439,2,3.0,1
105158,85,7,12.0,0
105159,74,5,10.0,0
105160,283,6,8.0,0
105161,22,5,7.0,0
105162,60,9,14.0,0
105163,32,6,12.0,0
105164,163,7,12.0,0
105165,276,6,10.0,0
105166,202,3,3.0,0
105167,304,5,10.0,1
105168,43,4,9.0,0
105169,38,4,8.0,0
105170,87,6,11.0,0
105171,214,9,15.0,0
105172,121,9,17.0,0
105173,305,6,9.0,1
105174,75,5,13.0,0
105175,221,6,11.0,0
105176,288,3,6.0,1
105177,119,3,8.0,0
105178,579,4,8.0,1
105179,77,9,19.0,0
105180,369,8,11.0,1
105181,577,2,4.0,1
105182,218,6,12.0,0
105183,211,5,11.0,0
105184,96,8,18.0,0
105185,683,1,3.0,1
105186,85,5,5.0,0
105187,138,6,9.0,0
105188,199,5,12.0,0
105189,93,2,4.0,0
105190,88,6,13.0,0
105191,212,5,15.0,0
105192,271,1,3.0,0
105193,169,6,8.0,0
105194,46,7,16.0,0
105195,305,4,10.0,1
105196,196,3,4.0,0
105197,115,5,5.0,0
105198,53,5,8.0,0
105199,452,3,4.0,1
105200,219,7,18.0,0
105201,866,1,1.0,1
105202,543,6,11.0,1
105203,230,2,3.0,0
105204,149,2,4.0,0
105205,382,1,2.0,1
105206,101,6,11.0,0
105207,74,5,12.0,0
105208,387,5,15.0,1
105209,8,10,19.0,0
105210,37,5,8.0,0
105211,137,1,1.0,0
105212,461,5,14.0,1
105213,339,8,15.0,1
105214,33,5,9.0,0
105215,166,4,7.0,0
105216,190,8,14.0,0
105217,337,4,5.0,1
105218,313,6,10.0,1
105219,378,5,8.0,1
105220,180,5,9.0,0
105221,166,4,7.0,0
105222,447,5,6.0,1
105223,17,8,14.0,0
105224,464,3,5.0,1
105225,278,5,7.0,0
105226,124,4,7.0,0
105227,540,2,4.0,1
105228,49,8,16.0,0
105229,442,4,6.0,1
105230,79,2,5.0,0
105231,202,2,3.0,0
105232,9,5,9.0,0
105233,84,2,4.0,0
105234,36,5,7.0,0
105235,336,3,4.0,1
105236,20,2,6.0,0
105237,6,4,7.0,0
105238,84,4,5.0,0
105239,162,4,5.0,0
105240,252,8,15.0,0
105241,255,7,11.0,0
105242,425,7,13.0,1
105243,338,1,1.0,1
105244,229,4,8.0,0
105245,197,6,13.0,0
105246,350,3,5.0,1
105247,115,3,4.0,0
105248,303,5,9.0,1
105249,386,2,5.0,1
105250,417,3,5.0,1
105251,52,5,11.0,0
105252,70,8,17.0,0
105253,147,4,5.0,0
105254,111,5,10.0,0
105255,607,1,1.0,1
105256,99,5,15.0,0
105257,25,7,11.0,0
105258,104,3,6.0,0
105259,37,7,13.0,0
105260,34,5,8.0,0
105261,173,6,13.0,0
105262,340,4,9.0,1
105263,213,5,12.0,0
105264,360,3,6.0,1
105265,295,3,6.0,1
105266,80,6,9.0,0
105267,518,3,6.0,1
105268,113,5,10.0,0
105269,75,5,9.0,0
105270,68,6,11.0,0
105271,329,6,8.0,1
105272,7,9,18.0,0
105273,119,5,10.0,0
105274,127,3,4.0,0
105275,46,6,8.0,0
105276,573,3,3.0,1
105277,166,11,17.0,0
105278,430,4,9.0,1
105279,465,4,7.0,1
105280,28,10,22.0,0
105281,515,5,12.0,1
105282,72,11,17.0,0
105283,268,4,9.0,0
105284,171,7,10.0,0
105285,177,3,6.0,0
105286,468,3,6.0,1
105287,307,4,7.0,1
105288,196,4,9.0,0
105289,235,4,8.0,0
105290,314,1,2.0,1
105291,641,3,4.0,1
105292,179,7,16.0,0
105293,514,4,9.0,1
105294,96,2,3.0,0
105295,301,4,6.0,1
105296,27,3,4.0,0
105297,167,5,7.0,0
105298,18,5,9.0,0
105299,78,6,7.0,0
105300,221,9,22.0,0
105301,18,6,16.0,0
105302,170,9,17.0,0
105303,55,6,14.0,0
105304,178,6,8.0,0
105305,96,8,21.0,0
105306,452,1,1.0,1
105307,164,2,4.0,0
105308,445,2,5.0,1
105309,373,6,11.0,1
105310,13,7,14.0,0
105311,16,6,10.0,0
105312,157,9,20.0,0
105313,330,7,11.0,1
105315,298,7,12.0,1
105316,238,6,15.0,0
105317,95,2,4.0,0
105318,307,6,10.0,1
105319,110,10,16.0,0
105320,176,7,21.0,0
105321,51,4,7.0,0
105322,547,7,11.0,1
105323,139,10,21.0,0
105324,31,7,13.0,0
105325,573,5,7.0,1
105326,387,3,3.0,1
105327,59,8,15.0,0
105328,170,3,6.0,0
105329,462,5,10.0,1
105330,178,4,5.0,0
105331,302,3,4.0,1
105332,206,4,5.0,0
105333,112,8,16.0,0
105334,227,5,10.0,0
105335,128,3,6.0,0
105336,92,2,6.0,0
105337,95,7,11.0,0
105338,209,8,16.0,0
105339,348,5,5.0,1
105340,128,5,5.0,0
105341,217,4,9.0,0
105342,40,5,12.0,0
105343,205,6,12.0,0
105344,339,3,6.0,1
105345,166,1,4.0,0
105346,84,5,14.0,0
105347,31,3,5.0,0
105348,348,6,10.0,1
105349,67,6,16.0,0
105350,107,4,6.0,0
105351,255,4,6.0,0
105352,114,5,11.0,0
105353,24,7,16.0,0
105354,12,3,5.0,0
105355,73,5,11.0,0
105356,198,8,10.0,0
105357,151,5,7.0,0
105358,278,6,9.0,0
105359,443,2,3.0,1
105360,211,2,2.0,0
105361,102,6,15.0,0
105362,3,3,8.0,0
105363,119,6,8.0,0
105364,236,4,9.0,0
105365,4,2,4.0,0
105366,80,9,14.0,0
105367,213,6,14.0,0
105368,164,8,14.0,0
105369,53,6,12.0,0
105370,143,3,8.0,0
105371,33,9,23.0,0
105372,383,2,5.0,1
105373,404,4,8.0,1
105374,202,2,5.0,0
105375,444,2,3.0,1
105376,82,2,3.0,0
105377,69,5,13.0,0
105378,143,4,10.0,0
105379,345,5,10.0,1
105380,292,3,7.0,1
105381,174,5,10.0,0
105382,29,5,9.0,0
105383,259,5,9.0,0
105384,479,4,11.0,1
105385,451,4,9.0,1
105386,3,5,7.0,0
105387,251,4,6.0,0
105388,163,7,9.0,0
105389,40,5,6.0,0
105390,248,3,9.0,0
105391,106,3,6.0,0
105392,281,4,9.0,0
105393,394,2,8.0,1
105394,114,6,10.0,0
105395,121,5,8.0,0
105396,32,7,16.0,0
105397,233,2,6.0,0
105398,125,3,5.0,0
105399,22,3,4.0,0
105400,245,4,7.0,0
105401,171,6,13.0,0
105402,16,6,10.0,0
105403,7,3,7.0,0
105404,173,5,6.0,0
105405,613,2,2.0,1
105406,158,8,20.0,0
105407,296,2,2.0,1
105408,145,8,13.0,0
105409,142,4,8.0,0
105410,222,4,4.0,0
105411,157,10,21.0,0
105412,392,1,2.0,1
105413,332,4,8.0,1
105414,427,3,10.0,1
105415,106,7,11.0,0
105416,172,8,25.0,0
105417,24,7,14.0,0
105418,317,5,8.0,1
105419,73,6,8.0,0
105420,558,1,1.0,1
105421,175,6,14.0,0
105422,140,9,13.0,0
105423,249,6,6.0,0
105424,546,3,5.0,1
105425,213,6,7.0,0
105426,138,5,8.0,0
105427,83,4,9.0,0
105428,4,7,13.0,0
105429,161,5,16.0,0
105430,152,3,9.0,0
105431,174,6,9.0,0
105432,50,8,16.0,0
105433,55,10,18.0,0
105434,170,12,19.0,0
105435,256,5,10.0,0
105436,37,4,7.0,0
105437,432,3,4.0,1
105438,65,7,17.0,0
105439,287,3,7.0,1
105440,239,3,8.0,0
105441,58,6,15.0,0
105442,82,3,6.0,0
105443,465,2,2.0,1
105444,161,8,10.0,0
105445,106,4,7.0,0
105446,34,7,17.0,0
105447,20,5,9.0,0
105448,178,5,11.0,0
105449,310,6,14.0,1
105450,334,4,4.0,1
105451,10,2,4.0,0
105452,39,5,8.0,0
105453,488,3,3.0,1
105454,213,4,8.0,0
105455,659,1,1.0,1
105456,342,5,8.0,1
105457,135,6,10.0,0
105458,187,4,7.0,0
105459,188,2,3.0,0
105460,435,6,10.0,1
105461,376,3,4.0,1
105462,31,3,6.0,0
105463,89,6,13.0,0
105464,116,4,9.0,0
105466,192,6,9.0,0
105467,71,4,8.0,0
105468,62,6,13.0,0
105469,84,7,15.0,0
105470,52,9,12.0,0
105471,31,5,7.0,0
105472,507,5,9.0,1
105473,184,8,12.0,0
105474,99,11,29.0,0
105475,204,5,14.0,0
105477,110,5,9.0,0
105478,36,3,4.0,0
105479,227,7,16.0,0
105480,489,4,8.0,1
105481,90,7,16.0,0
105482,139,8,16.0,0
105483,3,9,13.0,0
105484,200,5,8.0,0
105485,89,3,8.0,0
105486,31,7,11.0,0
105487,246,3,6.0,0
105488,427,4,7.0,1
105489,435,2,2.0,1
105490,130,5,9.0,0
105491,15,9,18.0,0
105492,467,3,4.0,1
105493,659,3,5.0,1
105494,27,6,9.0,0
105495,89,2,4.0,0
105496,93,3,4.0,0
105497,132,5,10.0,0
105498,223,9,13.0,0
105499,52,6,11.0,0
105500,28,7,13.0,0
105501,283,8,15.0,0
105502,647,1,1.0,1
105503,96,6,12.0,0
105504,403,4,8.0,1
105505,219,6,9.0,0
105506,211,7,15.0,0
105507,235,5,5.0,0
105508,60,3,7.0,0
105509,32,3,5.0,0
105510,96,4,5.0,0
105511,544,3,6.0,1
105512,93,5,9.0,0
105513,253,5,8.0,0
105514,183,5,8.0,0
105515,90,4,7.0,0
105516,90,3,7.0,0
105517,82,5,9.0,0
105518,183,4,7.0,0
105519,141,5,7.0,0
105520,116,6,11.0,0
105521,180,10,19.0,0
105522,192,4,5.0,0
105523,265,4,5.0,0
105524,153,6,10.0,0
105525,110,6,12.0,0
105526,242,2,3.0,0
105527,196,4,5.0,0
105528,486,6,15.0,1
105529,118,10,18.0,0
105530,231,4,5.0,0
105531,582,3,4.0,1
105532,333,3,4.0,1
105533,33,4,5.0,0
105534,784,1,2.0,1
105535,714,2,6.0,1
105536,41,7,11.0,0
105537,39,8,17.0,0
105538,416,4,10.0,1
105539,309,4,8.0,1
105540,256,10,21.0,0
105541,268,6,10.0,0
105542,39,7,11.0,0
105543,299,4,5.0,1
105544,555,5,11.0,1
105545,418,2,5.0,1
105546,318,3,4.0,1
105547,253,4,9.0,0
105548,82,8,12.0,0
105549,152,5,5.0,0
105550,324,4,9.0,1
105551,245,5,9.0,0
105552,55,12,25.0,0
105553,106,8,17.0,0
105554,178,7,15.0,0
105555,318,6,12.0,1
105556,250,8,14.0,0
105557,154,10,13.0,0
105558,49,8,11.0,0
105559,461,6,15.0,1
105560,122,10,18.0,0
105561,165,2,5.0,0
105562,467,6,13.0,1
105563,34,4,6.0,0
105564,54,10,19.0,0
105565,2,6,11.0,0
105566,54,7,11.0,0
105567,6,8,12.0,0
105568,111,4,6.0,0
105569,239,4,10.0,0
105570,35,5,14.0,0
105571,243,3,6.0,0
105572,68,4,6.0,0
105573,13,9,15.0,0
105574,325,5,8.0,1
105575,483,3,9.0,1
105576,77,4,9.0,0
105577,129,6,12.0,0
105578,203,2,2.0,0
105579,158,8,17.0,0
105580,154,4,7.0,0
105581,234,5,7.0,0
105582,88,7,13.0,0
105583,345,5,8.0,1
105584,261,7,12.0,0
105585,83,7,7.0,0
105586,21,6,15.0,0
105587,194,13,16.0,0
105588,75,4,7.0,0
105589,85,6,13.0,0
105590,17,8,11.0,0
105591,423,3,4.0,1
105592,73,7,11.0,0
105593,7,7,9.0,0
105594,58,7,13.0,0
105595,226,4,10.0,0
105596,440,1,1.0,1
105597,470,4,8.0,1
105598,69,8,13.0,0
105599,173,2,6.0,0
105600,467,4,6.0,1
105601,179,11,32.0,0
105602,274,6,14.0,0
105603,133,6,10.0,0
105604,251,8,23.0,0
105605,232,3,3.0,0
105606,127,6,12.0,0
105607,59,5,10.0,0
105608,41,4,5.0,0
105609,66,4,9.0,0
105610,200,3,6.0,0
105611,93,4,8.0,0
105612,231,3,6.0,0
105613,322,5,8.0,1
105614,478,2,2.0,1
105615,75,11,20.0,0
105616,44,6,13.0,0
105617,283,6,8.0,0
105618,28,3,6.0,0
105619,295,4,5.0,1
105620,24,6,12.0,0
105621,151,6,6.0,0
105622,50,7,15.0,0
105623,207,6,15.0,0
105624,153,6,9.0,0
105625,172,4,4.0,0
105626,5,9,18.0,0
105627,144,6,8.0,0
105628,83,10,19.0,0
105629,198,5,10.0,0
105630,313,4,10.0,1
105631,52,5,9.0,0
105632,89,5,12.0,0
105633,87,6,13.0,0
105634,194,6,8.0,0
105635,436,4,10.0,1
105636,272,4,6.0,0
105637,509,4,11.0,1
105638,492,4,5.0,1
105639,76,8,11.0,0
105640,534,2,3.0,1
105641,80,4,6.0,0
105642,294,1,4.0,1
105643,8,7,12.0,0
105644,200,4,9.0,0
105645,248,10,26.0,0
105646,807,2,2.0,1
105647,216,5,11.0,0
105648,425,5,13.0,1
105649,96,5,10.0,0
105650,320,6,8.0,1
105651,243,7,14.0,0
105652,485,5,6.0,1
105653,260,5,9.0,0
105655,121,5,12.0,0
105656,44,8,16.0,0
105657,6,2,2.0,0
105658,44,6,7.0,0
105659,390,5,5.0,1
105660,9,4,5.0,0
105661,168,7,11.0,0
105662,464,4,5.0,1
105663,290,4,10.0,1
105664,18,6,12.0,0
105665,188,5,7.0,0
105666,909,1,1.0,1
105667,197,6,6.0,0
105668,521,2,3.0,1
105669,268,5,9.0,0
105670,257,4,12.0,0
105671,185,5,8.0,0
105672,487,3,5.0,1
105673,409,1,1.0,1
105674,118,4,8.0,0
105675,203,8,13.0,0
105676,130,7,12.0,0
105677,156,9,19.0,0
105678,27,9,14.0,0
105679,360,4,11.0,1
105680,65,2,5.0,0
105681,73,6,11.0,0
105682,564,2,3.0,1
105683,25,6,8.0,0
105684,543,2,3.0,1
105685,85,4,10.0,0
105686,32,8,13.0,0
105687,68,5,9.0,0
105688,111,7,14.0,0
105689,176,4,8.0,0
105690,172,6,9.0,0
105691,500,4,5.0,1
105692,147,6,15.0,0
105693,50,7,9.0,0
105694,482,4,6.0,1
105695,23,5,7.0,0
105696,353,5,8.0,1
105697,54,4,7.0,0
105698,289,5,7.0,1
105699,47,13,25.0,0
105700,55,6,7.0,0
105701,55,6,14.0,0
105702,145,12,22.0,0
105703,95,7,8.0,0
105704,152,6,7.0,0
105705,4,4,6.0,0
105706,35,8,12.0,0
105707,79,4,6.0,0
105708,143,8,13.0,0
105709,117,5,12.0,0
105710,45,4,9.0,0
105711,68,10,17.0,0
105712,218,5,10.0,0
105713,264,5,12.0,0
105714,522,5,8.0,1
105715,315,5,12.0,1
105716,187,6,13.0,0
105717,56,6,11.0,0
105718,284,2,4.0,0
105719,38,6,14.0,0
105720,33,6,8.0,0
105721,161,4,6.0,0
105722,106,2,3.0,0
105723,201,3,5.0,0
105724,1,8,9.0,0
105725,24,5,8.0,0
105726,370,2,3.0,1
105727,370,5,8.0,1
105728,171,4,7.0,0
105729,18,7,11.0,0
105730,770,1,1.0,1
105731,472,2,3.0,1
105732,222,5,7.0,0
105733,316,4,6.0,1
105734,475,3,7.0,1
105735,201,6,9.0,0
105736,278,5,11.0,0
105737,152,4,10.0,0
105738,462,1,3.0,1
105739,313,7,12.0,1
105740,212,3,4.0,0
105741,220,6,8.0,0
105742,16,6,8.0,0
105743,64,4,5.0,0
105744,899,1,1.0,1
105745,103,2,3.0,0
105746,249,6,17.0,0
105747,241,5,7.0,0
105748,348,5,8.0,1
105749,176,6,10.0,0
105750,63,5,8.0,0
105751,215,9,12.0,0
105752,178,6,10.0,0
105753,634,1,1.0,1
105754,189,6,14.0,0
105755,119,11,22.0,0
105756,350,4,14.0,1
105757,491,4,8.0,1
105758,33,4,10.0,0
105759,109,4,9.0,0
105760,13,2,3.0,0
105761,114,4,14.0,0
105762,67,4,8.0,0
105763,244,9,20.0,0
105764,331,6,11.0,1
105765,141,5,7.0,0
105766,40,9,18.0,0
105767,61,5,5.0,0
105768,2,6,13.0,0
105769,47,6,8.0,0
105770,385,2,2.0,1
105771,240,6,7.0,0
105772,457,3,11.0,1
105773,10,10,20.0,0
105774,122,2,2.0,0
105775,193,3,4.0,0
105776,43,3,3.0,0
105777,283,2,2.0,0
105778,17,9,16.0,0
105779,2,7,18.0,0
105780,141,6,12.0,0
105781,81,12,25.0,0
105782,466,4,10.0,1
105783,223,7,17.0,0
105784,104,9,20.0,0
105785,91,9,16.0,0
105786,34,8,9.0,0
105787,83,6,7.0,0
105788,173,3,10.0,0
105789,64,5,12.0,0
105790,106,2,3.0,0
105791,501,3,8.0,1
105792,309,2,2.0,1
105793,239,2,5.0,0
105794,220,4,8.0,0
105795,427,5,8.0,1
105796,340,1,3.0,1
105797,652,3,7.0,1
105798,417,3,4.0,1
105799,9,7,15.0,0
105800,304,7,9.0,1
105801,285,2,3.0,0
105802,411,8,15.0,1
105803,329,3,5.0,1
105804,157,6,9.0,0
105805,350,2,2.0,1
105806,18,7,12.0,0
105807,302,6,7.0,1
105808,89,9,10.0,0
105809,487,3,10.0,1
105810,445,2,2.0,1
105811,150,7,10.0,0
105812,124,3,6.0,0
105813,236,5,9.0,0
105814,122,3,6.0,0
105815,218,6,15.0,0
105816,260,4,7.0,0
105817,377,3,3.0,1
105818,164,3,12.0,0
105819,82,4,7.0,0
105820,8,7,14.0,0
105821,371,4,7.0,1
105822,261,6,13.0,0
105823,19,3,5.0,0
105824,191,6,17.0,0
105825,145,10,19.0,0
105826,290,4,7.0,1
105827,162,6,9.0,0
105828,53,11,24.0,0
105829,40,8,17.0,0
105830,200,3,5.0,0
105831,48,6,11.0,0
105832,17,9,16.0,0
105833,115,4,7.0,0
105834,543,6,12.0,1
105835,190,4,7.0,0
105836,170,10,21.0,0
105837,237,3,6.0,0
105838,27,6,9.0,0
105839,36,6,11.0,0
105840,67,8,24.0,0
105841,3,9,16.0,0
105842,352,2,5.0,1
105843,247,4,7.0,0
105844,12,3,5.0,0
105845,27,8,11.0,0
105846,318,5,6.0,1
105847,334,4,5.0,1
105848,328,3,5.0,1
105849,248,4,6.0,0
105850,329,1,2.0,1
105851,466,6,13.0,1
105852,415,3,5.0,1
105853,160,2,3.0,0
105854,302,4,9.0,1
105855,390,3,7.0,1
105856,18,4,8.0,0
105857,50,5,7.0,0
105858,826,1,2.0,1
105859,275,8,11.0,0
105860,207,4,9.0,0
105861,6,9,22.0,0
105862,4,4,6.0,0
105863,120,8,18.0,0
105864,106,6,12.0,0
105865,31,4,5.0,0
105866,208,7,13.0,0
105867,242,7,18.0,0
105868,667,2,5.0,1
105869,95,10,21.0,0
105870,215,6,10.0,0
105871,134,8,14.0,0
105872,3,4,7.0,0
105873,117,5,9.0,0
105874,692,2,4.0,1
105875,295,6,17.0,1
105876,335,6,9.0,1
105877,564,3,7.0,1
105878,306,3,4.0,1
105879,120,3,4.0,0
105880,93,3,4.0,0
105881,582,4,6.0,1
105882,47,7,14.0,0
105883,166,3,4.0,0
105884,361,5,6.0,1
105885,266,8,16.0,0
105886,671,4,6.0,1
105887,67,7,14.0,0
105888,269,6,8.0,0
105889,23,5,7.0,0
105890,192,6,11.0,0
105891,735,2,4.0,1
105892,447,5,8.0,1
105893,38,4,8.0,0
105894,178,7,12.0,0
105895,719,3,7.0,1
105896,85,6,14.0,0
105897,137,10,19.0,0
105898,205,4,7.0,0
105899,294,5,16.0,1
105900,148,7,14.0,0
105901,298,6,9.0,1
105902,399,4,6.0,1
105903,586,2,8.0,1
105904,792,1,4.0,1
105905,27,5,12.0,0
105906,411,4,7.0,1
105907,98,9,15.0,0
105908,56,5,8.0,0
105909,484,4,14.0,1
105910,215,5,7.0,0
105911,197,5,6.0,0
105912,9,13,22.0,0
105913,85,11,12.0,0
105914,61,8,16.0,0
105915,344,5,8.0,1
105916,64,7,12.0,0
105917,32,6,8.0,0
105918,69,3,3.0,0
105919,53,7,9.0,0
105920,135,2,2.0,0
105921,487,5,7.0,1
105922,33,6,14.0,0
105923,317,2,3.0,1
105924,82,6,10.0,0
105925,477,5,5.0,1
105926,8,6,15.0,0
105927,91,6,8.0,0
105928,181,5,7.0,0
105929,212,5,7.0,0
105930,260,7,11.0,0
105931,33,6,16.0,0
105932,162,8,14.0,0
105933,349,4,7.0,1
105934,149,6,11.0,0
105935,185,2,6.0,0
105936,252,7,14.0,0
105937,205,5,8.0,0
105938,191,10,14.0,0
105939,108,9,21.0,0
105940,143,5,6.0,0
105941,7,3,5.0,0
105942,201,4,7.0,0
105943,42,4,5.0,0
105944,156,4,5.0,0
105945,363,6,12.0,1
105946,133,4,11.0,0
105947,329,5,11.0,1
105948,169,1,1.0,0
105949,395,6,12.0,1
105950,380,6,7.0,1
105951,696,1,1.0,1
105952,215,4,7.0,0
105953,25,5,10.0,0
105954,874,1,3.0,1
105955,111,6,13.0,0
105956,411,4,11.0,1
105957,124,6,13.0,0
105958,30,6,12.0,0
105959,103,11,24.0,0
105960,184,6,12.0,0
105961,392,7,14.0,1
105962,334,4,6.0,1
105963,167,9,14.0,0
105964,347,3,4.0,1
105965,398,3,5.0,1
105966,80,3,7.0,0
105967,129,3,7.0,0
105968,126,6,14.0,0
105969,518,1,1.0,1
105970,292,4,10.0,1
105971,26,8,18.0,0
105972,111,8,15.0,0
105973,14,3,5.0,0
105974,301,6,10.0,1
105975,372,8,15.0,1
105976,143,7,14.0,0
105977,125,3,6.0,0
105978,388,6,9.0,1
105979,54,8,15.0,0
105980,161,5,9.0,0
105981,229,6,13.0,0
105982,46,6,10.0,0
105983,49,6,9.0,0
105984,17,8,11.0,0
105985,101,7,11.0,0
105986,65,8,13.0,0
105987,353,5,18.0,1
105988,138,8,15.0,0
105989,27,11,22.0,0
105990,385,3,6.0,1
105991,62,5,13.0,0
105992,245,9,19.0,0
105993,3,8,11.0,0
105994,325,4,9.0,1
105995,46,3,8.0,0
105996,12,9,16.0,0
105997,295,4,6.0,1
105998,52,5,12.0,0
105999,68,5,11.0,0
106000,198,5,10.0,0
106001,476,2,3.0,1
106002,313,7,10.0,1
106003,136,4,9.0,0
106004,136,4,5.0,0
106005,687,7,12.0,1
106006,366,3,4.0,1
106007,215,3,4.0,0
106008,40,7,10.0,0
106009,52,8,11.0,0
106010,438,2,3.0,1
106011,139,2,4.0,0
106012,12,2,3.0,0
106013,463,3,7.0,1
106014,267,4,7.0,0
106015,208,4,8.0,0
106016,18,8,14.0,0
106017,180,9,13.0,0
106018,212,3,5.0,0
